,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretKills,Team2:TurretKills,Team1:InhibitorKills,Team2:InhibitorKills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
15813,9,2416,2734,3087,2963,2588,3027,2910,3408,2616,1890,13788,13851,6,5,0,0,0,0,0,1,0,0,0,0,6.2,6.4,Team2,EUW1_7199624982,Bronze4
15814,10,3100,3937,3485,3257,3294,3643,3165,3635,3347,2718,17073,16508,10,7,0,0,0,0,0,1,0,0,0,0,7.0,7.0,Team2,EUW1_7199624982,Bronze4
15815,11,3780,4354,3794,3505,3494,3815,3397,3979,3853,3129,18927,18173,10,8,0,0,0,0,0,1,0,0,0,0,7.2,7.4,Team2,EUW1_7199624982,Bronze4
15816,12,3923,4606,4484,3911,3671,4708,3955,4228,4513,3868,20595,21272,12,11,0,0,0,0,0,1,0,0,0,0,8.0,8.0,Team2,EUW1_7199624982,Bronze4
15817,13,4172,5158,4634,4069,4045,5020,4964,4462,4775,4145,22078,23366,13,13,0,0,0,0,0,1,0,0,0,0,8.2,8.6,Team2,EUW1_7199624982,Bronze4
15818,14,4364,5474,4957,4205,4246,5335,5198,4962,5532,4699,23246,25726,13,15,0,0,0,0,0,1,0,0,0,0,8.4,9.2,Team2,EUW1_7199624982,Bronze4
15819,15,4500,6164,5093,4411,4398,6470,5633,5680,5964,5049,24566,28796,14,17,1,1,0,0,0,2,0,0,0,0,9.2,9.6,Team2,EUW1_7199624982,Bronze4
15820,16,4693,6826,5313,4534,4571,6847,6081,6614,7111,5201,25937,31854,15,21,1,1,0,0,0,2,0,0,0,0,9.4,10.2,Team2,EUW1_7199624982,Bronze4
15821,16,4714,6847,5335,4555,4598,6868,6103,6650,7153,5228,26049,32002,15,21,1,1,0,0,0,2,0,0,0,0,9.4,10.2,Team2,EUW1_7199624982,Bronze4
15822,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7199560365,Bronze4
15823,1,500,500,505,500,500,500,500,500,500,500,2505,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7199560365,Bronze4
15824,2,563,611,611,598,544,547,596,612,589,524,2927,2868,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7199560365,Bronze4
15825,3,734,1022,993,962,734,788,1002,927,851,719,4445,4287,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.6,Team2,EUW1_7199560365,Bronze4
15826,4,980,1315,1350,1141,915,1058,1235,1190,1111,944,5701,5538,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.4,Team2,EUW1_7199560365,Bronze4
15827,5,1165,1518,1747,1333,1100,1264,1578,1522,1247,1084,6863,6695,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team2,EUW1_7199560365,Bronze4
15828,6,1344,1640,2055,1655,1261,1919,1829,1827,1889,1541,7955,9005,0,2,0,0,0,0,0,0,0,0,0,0,4.6,5.0,Team2,EUW1_7199560365,Bronze4
15829,7,1543,1986,2281,1875,1477,2538,2124,2213,2146,1786,9162,10807,0,3,0,0,0,0,0,0,0,0,0,0,5.4,5.8,Team2,EUW1_7199560365,Bronze4
15830,8,1728,2354,3115,2179,1688,3432,2428,2697,2464,1941,11064,12962,2,4,0,0,0,0,1,0,0,0,0,0,5.4,6.0,Team2,EUW1_7199560365,Bronze4
15831,9,2007,2586,3528,2472,1896,3744,2769,3102,2833,2154,12489,14602,2,4,0,0,0,0,1,0,0,0,0,0,6.4,6.8,Team2,EUW1_7199560365,Bronze4
15832,10,2387,3456,4078,2650,2091,3887,2997,3859,3231,2756,14662,16730,4,6,0,0,0,0,1,0,0,0,0,0,6.8,7.2,Team2,EUW1_7199560365,Bronze4
15833,11,2531,3664,4267,2948,2310,4721,3278,4030,3775,3372,15720,19176,4,8,0,0,0,0,1,0,0,0,0,0,7.0,7.6,Team2,EUW1_7199560365,Bronze4
15834,12,2904,4528,4601,3184,2591,4844,3403,4357,4023,3609,17808,20236,6,8,0,0,0,0,1,0,0,0,0,0,7.8,7.8,Team2,EUW1_7199560365,Bronze4
15835,13,3075,5046,4868,3439,2788,5866,3718,4764,4204,4074,19216,22626,7,9,1,0,0,0,1,0,0,0,0,0,8.2,8.4,Team2,EUW1_7199560365,Bronze4
15836,14,3359,5658,5442,3869,3156,6474,4210,4936,4527,4276,21484,24423,9,11,1,0,0,0,2,0,0,0,0,0,8.4,8.8,Team2,EUW1_7199560365,Bronze4
15837,15,3516,5940,5666,4291,3358,6884,5147,6090,4852,4603,22771,27576,10,14,1,1,0,0,2,0,0,0,0,0,9.0,9.0,Team2,EUW1_7199560365,Bronze4
15838,16,3737,6217,5946,4610,3511,7282,5923,6338,5180,4807,24021,29530,10,15,1,1,0,0,2,0,0,0,0,0,9.0,9.6,Team2,EUW1_7199560365,Bronze4
15839,17,3894,6367,6514,4767,3663,7887,6235,6684,5414,4959,25205,31179,10,16,1,1,0,0,2,0,0,0,0,0,9.4,10.0,Team2,EUW1_7199560365,Bronze4
15840,18,4093,6489,6823,5819,4041,8474,6803,7148,5537,5112,27265,33074,12,18,1,1,0,0,2,0,0,0,0,0,10.0,10.4,Team2,EUW1_7199560365,Bronze4
15841,19,4216,6837,7208,6109,4193,9324,7223,7365,5900,5303,28563,35115,12,18,1,2,0,0,2,0,0,0,0,0,10.2,10.8,Team2,EUW1_7199560365,Bronze4
15842,20,4421,7126,7396,6308,4595,10412,7723,7672,6543,5640,29846,37990,13,21,1,3,0,0,2,1,0,0,0,0,10.4,11.2,Team2,EUW1_7199560365,Bronze4
15843,21,4787,7513,7825,6605,4748,11126,8299,8346,7028,6093,31478,40892,13,22,1,3,0,0,2,1,0,0,0,1,11.0,11.8,Team2,EUW1_7199560365,Bronze4
15844,22,4910,7707,8212,6807,4905,11501,8691,8838,7360,6245,32541,42635,13,22,1,3,0,0,2,1,0,0,0,1,11.4,12.6,Team2,EUW1_7199560365,Bronze4
15845,23,5543,8151,8479,7125,5175,13105,9610,10273,8514,7165,34473,48667,15,26,1,8,0,2,2,1,0,0,0,1,11.6,13.2,Team2,EUW1_7199560365,Bronze4
15846,23,5604,8287,8540,7547,5326,13761,9772,10657,8787,7341,35304,50318,16,28,3,8,1,2,2,1,0,0,0,1,12.2,13.2,Team2,EUW1_7199560365,Bronze4
15847,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7199487103,Bronze4
15848,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7199487103,Bronze4
15849,2,626,611,584,602,544,542,611,626,563,524,2967,2866,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7199487103,Bronze4
15850,3,934,993,769,1022,739,801,993,913,832,729,4457,4268,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7199487103,Bronze4
15851,4,1211,1335,1029,1317,930,1048,1315,1618,1060,926,5822,5967,0,1,0,0,0,0,0,0,0,0,0,0,3.6,3.6,Team1,EUW1_7199487103,Bronze4
15852,5,1452,1557,1715,1706,1120,1680,1678,1929,1371,1101,7550,7759,1,2,0,0,0,0,0,0,0,0,0,0,4.4,4.6,Team1,EUW1_7199487103,Bronze4
15853,6,1847,1860,2001,1863,1261,1971,2154,2230,1529,1452,8832,9336,1,3,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team1,EUW1_7199487103,Bronze4
15854,7,2088,2045,2514,2320,1476,2567,3223,2593,1770,1647,10443,11800,2,6,0,0,0,0,0,0,0,0,0,0,5.4,5.6,Team1,EUW1_7199487103,Bronze4
15855,8,2488,2347,2949,2695,1687,2801,3346,2903,2073,1857,12166,12980,2,6,0,0,0,0,0,0,0,0,0,0,6.2,6.2,Team1,EUW1_7199487103,Bronze4
15856,9,2712,2500,3280,3082,1847,3627,3771,3117,2364,2030,13421,14909,2,8,0,0,0,0,0,0,0,0,0,0,6.6,6.8,Team1,EUW1_7199487103,Bronze4
15857,10,2925,2761,3498,3372,2086,3979,4083,3470,2663,2271,14642,16466,2,8,0,0,0,0,0,0,0,0,0,0,7.0,7.2,Team1,EUW1_7199487103,Bronze4
15858,11,3298,3114,4459,3755,2278,4469,4226,3794,3050,2463,16904,18002,3,9,0,0,0,0,1,0,0,0,0,0,7.4,7.8,Team1,EUW1_7199487103,Bronze4
15859,12,4190,3545,5154,4136,2495,4696,5126,4091,3193,2680,19520,19786,5,10,0,0,0,0,1,0,0,0,0,0,8.4,8.2,Team1,EUW1_7199487103,Bronze4
15860,13,4699,3789,5315,4437,2719,4891,5421,4603,3482,3046,20959,21443,5,10,0,0,0,0,1,0,0,0,0,0,8.6,8.8,Team1,EUW1_7199487103,Bronze4
15861,14,5091,4215,5465,4916,3160,5233,5954,5267,3605,3595,22847,23654,6,12,0,0,0,0,1,0,0,0,0,0,9.2,9.4,Team1,EUW1_7199487103,Bronze4
15862,15,5473,4579,5713,5319,3313,5618,6280,5641,3832,3798,24397,25169,6,12,0,0,0,0,1,0,0,0,0,0,9.6,9.6,Team1,EUW1_7199487103,Bronze4
15863,16,5844,4836,5969,5724,3480,6957,6652,5982,4218,4000,25853,27809,6,13,0,1,0,0,2,0,0,0,0,0,10.0,10.2,Team1,EUW1_7199487103,Bronze4
15864,17,6194,6066,6350,6433,3991,7384,6803,6167,4424,4194,29034,28972,9,13,1,1,0,0,2,0,0,0,0,0,10.6,10.6,Team1,EUW1_7199487103,Bronze4
15865,18,6604,6239,6806,7321,4268,7975,7124,6789,4742,4791,31238,31421,10,14,2,2,0,0,2,0,0,0,0,0,11.0,10.6,Team1,EUW1_7199487103,Bronze4
15866,19,7127,6541,7193,7747,4471,8410,7830,7805,5201,5008,33079,34254,10,15,4,2,0,0,2,0,0,0,0,0,11.4,11.4,Team1,EUW1_7199487103,Bronze4
15867,20,7640,7094,7577,8088,4623,9771,8751,8280,5479,5288,35022,37569,11,17,4,3,0,0,2,0,0,0,0,0,11.6,11.8,Team1,EUW1_7199487103,Bronze4
15868,21,7936,7216,7700,8420,4859,10759,8941,9316,5676,5763,36131,40455,11,19,4,4,0,0,2,0,0,0,0,0,11.8,12.4,Team1,EUW1_7199487103,Bronze4
15869,22,8241,7414,7933,9101,5103,11081,9806,9830,6106,6037,37792,42860,12,21,4,4,0,0,2,1,0,0,0,0,12.2,12.8,Team1,EUW1_7199487103,Bronze4
15870,23,8608,7910,8656,9594,5256,11431,10226,10027,6702,6306,40024,44692,13,22,4,4,0,0,2,1,0,0,0,0,12.6,13.2,Team1,EUW1_7199487103,Bronze4
15871,24,8911,8552,8778,10020,5788,11679,10907,10268,6846,6458,42049,46158,15,23,4,4,0,0,2,1,0,0,0,0,13.0,13.6,Team1,EUW1_7199487103,Bronze4
15872,25,9633,8789,9159,10343,5940,12145,11305,10461,7083,6935,43864,47929,16,25,4,4,0,0,2,1,0,0,0,0,13.6,13.8,Team1,EUW1_7199487103,Bronze4
15873,26,10658,9834,9663,10670,6139,12295,11950,11123,7403,7109,46964,49880,18,27,5,4,0,0,2,1,0,0,0,0,13.8,14.2,Team1,EUW1_7199487103,Bronze4
15874,27,10781,9957,10175,11166,6380,12613,12282,11461,8153,7858,48459,52367,19,29,5,4,0,0,2,2,0,0,0,0,14.2,14.8,Team1,EUW1_7199487103,Bronze4
15875,28,11686,10228,10502,12031,6533,13289,12713,12114,8579,8214,50980,54909,21,32,5,4,0,0,2,2,0,0,0,0,14.8,15.2,Team1,EUW1_7199487103,Bronze4
15876,29,12073,10590,10968,13621,6890,13564,13000,12591,8875,8366,54142,56396,24,32,5,4,0,0,2,2,0,0,0,0,15.2,15.6,Team1,EUW1_7199487103,Bronze4
15877,30,12706,11134,11721,14272,7379,13757,13122,12714,8998,8693,57212,57284,25,32,5,4,0,0,2,2,0,0,1,0,15.6,15.6,Team1,EUW1_7199487103,Bronze4
15878,31,13448,11606,12226,14434,7531,13884,13918,13121,9253,8845,59245,59021,26,33,5,4,0,0,2,2,0,0,1,0,16.2,15.8,Team1,EUW1_7199487103,Bronze4
15879,32,14569,12084,12659,15306,7683,14143,14797,13716,9559,8997,62301,61212,30,35,5,4,0,0,2,2,0,0,1,0,16.4,16.2,Team1,EUW1_7199487103,Bronze4
15880,33,14741,12276,13125,16126,8223,14356,14919,13992,9752,9150,64491,62169,30,35,7,4,1,0,3,2,0,0,1,0,16.8,16.4,Team1,EUW1_7199487103,Bronze4
15881,34,15961,12497,13592,16680,8401,15126,15951,14676,10156,9302,67131,65211,31,38,8,4,1,0,3,2,0,0,1,0,16.8,16.8,Team1,EUW1_7199487103,Bronze4
15882,35,16238,13069,13765,17158,8624,15571,16554,15231,10491,9500,68854,67347,32,38,8,5,1,0,3,2,0,0,1,0,17.2,17.0,Team1,EUW1_7199487103,Bronze4
15883,36,16871,14021,14678,17576,9037,15736,17009,15354,10853,9679,72183,68631,36,39,10,5,1,0,3,2,0,0,1,0,17.6,17.0,Team1,EUW1_7199487103,Bronze4
15884,36,16871,14021,14678,17576,9037,15736,17009,15354,10853,9679,72183,68631,36,39,10,5,1,0,3,2,0,0,1,0,17.6,17.0,Team1,EUW1_7199487103,Bronze4
15885,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7198704419,Bronze4
15886,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7198704419,Bronze4
15887,2,542,521,584,598,524,563,596,598,542,539,2769,2838,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.2,Team1,EUW1_7198704419,Bronze4
15888,3,1205,958,811,878,724,776,1022,913,1250,878,4576,4839,1,1,0,0,0,0,0,0,0,0,0,0,2.8,2.4,Team1,EUW1_7198704419,Bronze4
15889,4,1419,1335,1197,1113,900,1039,1400,1183,1764,1053,5964,6439,1,2,0,0,0,0,0,0,0,0,0,0,3.4,3.6,Team1,EUW1_7198704419,Bronze4
15890,5,1709,1535,1438,1480,1100,1280,1732,1452,1984,1244,7262,7692,1,2,0,0,0,0,0,0,0,0,0,0,4.2,4.6,Team1,EUW1_7198704419,Bronze4
15891,6,2115,1658,1795,1687,1301,1573,2154,1809,2264,1439,8556,9239,1,3,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team1,EUW1_7198704419,Bronze4
15892,7,2442,2095,2095,2147,1893,1779,2486,2029,2477,1641,10672,10412,2,3,0,0,0,0,0,0,0,0,0,0,5.4,5.4,Team1,EUW1_7198704419,Bronze4
15893,8,2891,2290,2391,2421,2103,1936,2830,2277,2753,1816,12096,11612,2,3,0,0,0,0,0,1,0,0,0,0,6.2,6.0,Team1,EUW1_7198704419,Bronze4
15894,9,3185,2834,2713,2865,2437,2423,3366,2684,3403,2149,14034,14025,4,6,0,0,0,0,0,1,0,0,0,0,6.4,6.6,Team1,EUW1_7198704419,Bronze4
15895,10,3707,3272,3024,3057,2819,2566,3784,2974,3546,2430,15879,15300,4,6,0,0,0,0,0,1,0,0,0,0,7.0,7.2,Team1,EUW1_7198704419,Bronze4
15896,11,3851,3600,3661,3796,3121,3003,4130,3497,3767,3020,18029,17417,5,8,0,0,0,0,0,1,0,0,0,0,7.4,7.6,Team1,EUW1_7198704419,Bronze4
15897,12,4233,3850,4174,4483,3772,3384,4451,3619,4090,3610,20512,19154,7,9,0,0,0,0,0,1,0,0,0,0,8.0,8.2,Team1,EUW1_7198704419,Bronze4
15898,13,4397,4078,4358,4780,4011,3721,5164,4394,4292,4541,21624,22112,7,13,0,0,0,0,0,1,0,0,0,0,8.4,8.6,Team1,EUW1_7198704419,Bronze4
15899,14,6687,4736,5064,5159,4354,3935,5371,4516,4671,4777,26000,23270,11,13,1,0,0,0,1,1,0,0,0,0,8.8,8.8,Team1,EUW1_7198704419,Bronze4
15900,15,7304,5104,5354,5708,4722,4233,6231,4880,4999,5123,28192,25466,13,15,1,0,0,0,1,1,0,0,0,0,9.6,9.6,Team1,EUW1_7198704419,Bronze4
15901,16,7560,5666,6311,5929,4925,4460,6749,5156,5485,5490,30391,27340,14,16,2,0,0,0,1,1,0,0,0,0,9.8,9.6,Team1,EUW1_7198704419,Bronze4
15902,17,8121,5873,6550,6407,5141,4632,7263,6415,5670,5739,32092,29719,15,19,2,0,0,0,1,1,0,0,0,0,10.2,10.4,Team1,EUW1_7198704419,Bronze4
15903,18,8641,6486,7693,6719,5304,4977,7591,6558,6043,5892,34843,31061,18,19,2,0,0,0,1,1,0,0,0,0,10.6,10.4,Team1,EUW1_7198704419,Bronze4
15904,19,9145,7033,8840,7585,5806,5225,7907,6875,6208,6087,38409,32302,19,19,4,0,0,0,1,1,0,0,0,0,11.4,10.8,Team1,EUW1_7198704419,Bronze4
15905,20,9727,7938,10097,7847,6310,5547,8439,7082,6330,6377,41919,33775,24,20,4,0,0,0,2,1,0,0,0,0,12.0,11.2,Team1,EUW1_7198704419,Bronze4
15906,21,10189,8315,10574,8043,6713,5690,8577,7450,6530,6530,43834,34777,24,20,5,0,0,0,2,1,0,0,0,0,12.4,11.4,Team1,EUW1_7198704419,Bronze4
15907,22,10636,8722,11453,8309,6890,5974,8990,8427,7337,6720,46010,37448,25,22,6,0,0,0,2,1,0,0,0,0,12.6,11.8,Team1,EUW1_7198704419,Bronze4
15908,23,11034,9305,11575,8501,7151,6757,10067,8963,7530,6922,47566,40239,27,25,6,0,0,0,2,1,0,0,0,0,12.8,12.2,Team1,EUW1_7198704419,Bronze4
15909,24,11156,9622,11755,8648,7303,7068,10598,9500,8081,7109,48484,42356,27,27,6,0,0,0,2,1,0,0,0,0,12.8,12.6,Team1,EUW1_7198704419,Bronze4
15910,25,11712,9930,12592,8894,7516,7337,10863,9623,8219,7262,50644,43304,29,27,6,0,0,0,2,1,0,0,0,0,13.2,12.6,Team1,EUW1_7198704419,Bronze4
15911,26,12003,10631,13412,9091,7743,7494,11266,10136,8366,7414,52880,44676,31,28,7,0,0,0,3,1,0,0,0,0,13.6,12.8,Team1,EUW1_7198704419,Bronze4
15912,27,12620,11171,13834,9513,8195,8006,11953,10609,8870,7940,55333,47378,31,29,7,1,0,0,3,1,0,0,1,0,14.2,13.6,Team1,EUW1_7198704419,Bronze4
15913,28,13667,12110,14755,10184,8499,8130,12091,10754,9037,8136,59215,48148,35,29,8,1,2,0,3,1,0,0,1,0,14.8,13.6,Team1,EUW1_7198704419,Bronze4
15914,28,13979,12393,14961,10359,8711,8180,12141,10804,9748,8482,60403,49355,36,31,10,1,2,0,3,1,0,0,1,0,15.2,14.0,Team1,EUW1_7198704419,Bronze4
15915,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7229430342,Bronze4
15916,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7229430342,Bronze4
15917,2,598,611,612,584,524,584,611,591,556,565,2929,2907,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7229430342,Bronze4
15918,3,850,1022,920,846,744,853,923,864,755,760,4382,4155,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7229430342,Bronze4
15919,4,1141,1395,1148,1064,920,1032,1151,1134,969,916,5668,5202,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.4,Team1,EUW1_7229430342,Bronze4
15920,5,1431,1518,1824,1347,1115,1203,1339,1431,1203,1111,7235,6287,1,0,0,0,0,0,0,0,0,0,0,0,4.4,4.0,Team1,EUW1_7229430342,Bronze4
15921,6,2053,1810,2209,1519,1256,1490,1824,1655,1494,1312,8847,7775,2,1,0,0,0,0,0,0,0,0,0,0,4.8,4.4,Team1,EUW1_7229430342,Bronze4
15922,7,2902,2041,2466,1797,1501,1612,2041,1973,1892,1507,10707,9025,3,1,0,0,0,0,0,0,0,0,0,0,5.8,5.2,Team1,EUW1_7229430342,Bronze4
15923,8,3219,2230,2993,2072,1712,2215,2360,2214,2223,1710,12226,10722,4,2,0,0,0,0,0,0,0,0,0,0,6.0,5.8,Team1,EUW1_7229430342,Bronze4
15924,9,3533,2459,3481,2456,2221,2457,2503,2721,2409,1903,14150,11993,5,3,0,0,0,0,0,0,0,0,0,0,6.8,6.2,Team1,EUW1_7229430342,Bronze4
15925,10,3697,2944,4053,2690,2395,2941,3056,2948,2876,2222,15779,14043,6,4,0,0,0,0,0,0,0,0,0,0,7.0,6.8,Team1,EUW1_7229430342,Bronze4
15926,11,3939,3336,4669,3063,2668,3078,3288,3258,3206,2441,17675,15271,7,4,0,0,0,0,0,0,0,0,0,0,8.0,7.2,Team1,EUW1_7229430342,Bronze4
15927,12,4337,3695,5591,3719,2893,3340,3650,3443,3730,2790,20235,16953,10,5,0,0,0,0,0,0,0,0,0,0,8.4,7.6,Team1,EUW1_7229430342,Bronze4
15928,13,4944,4200,6004,3869,3399,3540,4189,3948,3915,2986,22416,18578,12,7,0,0,0,0,0,0,0,0,0,0,8.6,8.0,Team1,EUW1_7229430342,Bronze4
15929,14,6577,4503,6534,4200,3694,3684,4726,4361,4457,3514,25508,20742,14,9,1,0,0,0,0,0,0,0,0,0,9.2,8.2,Team1,EUW1_7229430342,Bronze4
15930,15,6897,4675,7484,4393,3896,4004,5593,4619,4923,3966,27345,23105,15,10,2,1,0,0,0,0,0,0,0,0,9.4,9.0,Team1,EUW1_7229430342,Bronze4
15931,16,7096,5022,8081,4948,4369,4529,5989,4958,5108,4119,29516,24703,17,11,2,1,0,0,0,0,0,0,0,0,9.8,9.0,Team1,EUW1_7229430342,Bronze4
15932,17,8025,5209,9303,5544,4671,4651,6242,5143,5375,4271,32752,25682,22,11,2,1,0,0,1,0,0,0,0,0,10.4,9.2,Team1,EUW1_7229430342,Bronze4
15933,18,8422,6001,10228,6034,5148,4982,6542,5357,5822,4444,35833,27147,25,12,3,1,0,0,1,0,0,0,0,0,10.8,9.8,Team1,EUW1_7229430342,Bronze4
15934,19,9113,6363,10671,6292,5464,5243,7389,5835,5965,4707,37903,29139,26,13,4,1,0,0,1,0,0,0,0,0,11.4,10.0,Team1,EUW1_7229430342,Bronze4
15935,20,9729,6786,11244,6757,5732,5407,7677,6021,6173,4859,40248,30137,29,13,4,1,0,0,1,0,0,0,0,0,11.6,10.2,Team1,EUW1_7229430342,Bronze4
15936,21,10335,7118,11923,7341,6278,6004,7874,6279,6796,5437,42995,32390,32,16,6,1,1,0,1,0,0,0,0,0,11.8,11.0,Team1,EUW1_7229430342,Bronze4
15937,22,10617,7338,12324,7610,6472,6126,8269,6505,7142,5631,44361,33673,33,16,6,1,1,0,1,0,0,0,0,0,12.4,11.2,Team1,EUW1_7229430342,Bronze4
15938,23,12033,7618,12809,7956,6849,6333,8476,6649,7612,5921,47265,34991,36,17,8,1,1,0,2,0,0,0,0,0,12.6,11.2,Team1,EUW1_7229430342,Bronze4
15939,23,12108,7643,13073,8061,6940,6359,8501,6674,7639,5953,47825,35126,37,17,8,1,1,0,2,0,0,0,0,0,12.6,11.2,Team1,EUW1_7229430342,Bronze4
15940,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7217438223,Bronze4
15941,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7217438223,Bronze4
15942,2,577,611,612,563,524,563,941,591,605,544,2887,3244,0,1,0,0,0,0,0,0,0,0,0,0,1.2,1.0,Team2,EUW1_7217438223,Bronze4
15943,3,832,993,984,927,694,790,1357,881,913,792,4430,4733,0,1,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team2,EUW1_7217438223,Bronze4
15944,4,1102,1356,1607,1211,909,990,1967,1715,1540,1095,6185,7307,1,4,0,0,0,0,0,0,0,0,0,0,3.4,3.4,Team2,EUW1_7217438223,Bronze4
15945,5,1399,1607,1897,1361,1049,1371,2250,2055,1935,1266,7313,8877,1,4,0,0,0,0,0,0,0,0,0,0,4.0,4.2,Team2,EUW1_7217438223,Bronze4
15946,6,1644,1845,2156,1680,1281,1578,2577,2345,2100,1492,8606,10092,1,4,0,0,0,0,0,0,0,0,0,0,4.8,4.8,Team2,EUW1_7217438223,Bronze4
15947,7,1920,2012,2358,2141,1562,1922,2905,2784,2296,1755,9993,11662,2,4,0,0,0,0,1,0,0,0,0,0,5.0,5.0,Team2,EUW1_7217438223,Bronze4
15948,8,2084,2434,2546,2486,1718,2491,3379,3536,2612,1912,11268,13930,3,7,0,0,0,0,1,0,0,0,0,0,5.6,5.8,Team2,EUW1_7217438223,Bronze4
15949,9,2530,2557,2942,3588,2379,2726,4061,3807,2735,2136,13996,15465,5,8,0,0,0,0,1,0,0,0,0,0,6.2,6.6,Team2,EUW1_7217438223,Bronze4
15950,10,2687,2884,3230,3836,2611,3441,4439,4112,3109,2467,15248,17568,5,9,0,0,0,0,1,0,0,0,0,0,6.8,7.0,Team2,EUW1_7217438223,Bronze4
15951,11,2901,3177,3456,4034,3138,3820,4654,4504,3293,3302,16706,19573,6,10,0,0,0,0,1,0,0,0,0,0,6.8,7.6,Team2,EUW1_7217438223,Bronze4
15952,12,3023,3505,3682,4324,3290,4558,5064,4972,3530,3481,17824,21605,6,11,0,0,0,0,1,0,0,0,0,0,7.4,8.2,Team2,EUW1_7217438223,Bronze4
15953,13,3320,3627,4319,4745,3616,4785,5544,5283,3756,3805,19627,23173,8,12,0,0,0,0,1,0,0,0,0,0,8.0,8.4,Team2,EUW1_7217438223,Bronze4
15954,14,3464,4334,4709,5147,3898,6047,6112,5711,4675,4007,21552,26552,9,15,1,0,0,0,2,0,0,0,0,0,8.2,9.0,Team2,EUW1_7217438223,Bronze4
15955,15,4009,4786,5095,5545,4130,6408,6543,6449,5037,4282,23565,28719,10,15,2,0,0,0,2,0,0,0,0,0,8.8,9.2,Team2,EUW1_7217438223,Bronze4
15956,16,4373,5557,5358,5842,4283,6851,6815,7213,5372,4507,25413,30758,11,16,3,0,0,0,2,0,0,0,0,0,9.2,9.8,Team2,EUW1_7217438223,Bronze4
15957,17,4516,6432,5749,5985,4455,7162,7523,7377,5639,5232,27137,32933,12,18,3,0,0,0,2,0,0,0,0,0,9.4,10.4,Team2,EUW1_7217438223,Bronze4
15958,18,4778,6985,6075,6345,4663,8207,7921,7525,5940,5454,28846,35047,13,18,3,1,0,0,2,0,0,0,0,0,10.2,10.6,Team2,EUW1_7217438223,Bronze4
15959,19,5405,7306,6330,6679,4944,8640,8498,7914,6112,5763,30664,36927,14,20,4,1,0,0,2,1,0,0,0,0,10.2,11.0,Team2,EUW1_7217438223,Bronze4
15960,20,5919,7640,6556,6947,5251,9161,8779,8220,6318,6149,32313,38627,15,20,4,2,0,0,2,1,0,0,0,0,10.8,11.2,Team2,EUW1_7217438223,Bronze4
15961,21,6464,7762,7137,7341,5662,9381,9011,9194,6440,6451,34366,40477,17,22,4,2,0,0,2,1,0,0,0,0,11.2,11.2,Team2,EUW1_7217438223,Bronze4
